,status,card_present_flag,bpay_biller_code,account,txn_description,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,customer_id,movement,long,lat,merchant_long,merchant_lat,year_month,weekday,distance
1739,authorized,1.0,,ACC-182446574,POS,Tonya,2017.82,2018-08-14,F,27,North Beach,WA,2018-08-14T15:15:02.000+0000,8.31,CUS-3026014945,debit,116.06,-32.0,115.76,-31.86,2018-08,Tuesday,32.30843350463357
1740,authorized,1.0,,ACC-2970114956,POS,Robert,5711.68,2018-08-14,M,26,Wollert,VIC,2018-08-14T15:24:13.000+0000,7.14,CUS-880898248,debit,144.89,-37.69,145.03,-37.62,2018-08,Tuesday,14.576725008167028
1741,authorized,1.0,,ACC-1990648130,POS,Kaitlyn,3338.15,2018-08-14,F,21,Lismore,NSW,2018-08-14T15:33:23.000+0000,19.46,CUS-809013380,debit,114.62,-28.8,153.28,-28.8,2018-08,Tuesday,3749.903144151263
1742,authorized,1.0,,ACC-1990648130,SALES-POS,Kaitlyn,3317.55,2018-08-14,F,21,Leonora,WA,2018-08-14T15:42:34.000+0000,20.6,CUS-809013380,debit,114.62,-28.8,121.33,-28.88,2018-08,Tuesday,653.5504165192062
1743,authorized,1.0,,ACC-3485804958,POS,Jessica,15296.12,2018-08-14,F,34,Mount Clarence,WA,2018-08-14T15:51:44.000+0000,19.62,CUS-1196156254,debit,138.52,-35.01,117.91,-35.03,2018-08,Tuesday,1873.4560895570169
1744,posted,,0,ACC-2828321672,PAY/SALARY,Stephanie,1398.7,2018-08-14,F,53,,,2018-08-14T16:00:00.000+0000,970.47,CUS-1005756958,credit,153.03,-27.51,,,2018-08,Tuesday,
1745,posted,,,ACC-3941181087,PAYMENT,Paul,3382.18,2018-08-14,M,25,,,2018-08-14T16:00:00.000+0000,46.0,CUS-3989008654,debit,115.79,-31.94,,,2018-08,Tuesday,
1746,authorized,1.0,,ACC-2681137560,SALES-POS,Nathaniel,2878.79,2018-08-14,M,31,Bondi Beach,NSW,2018-08-14T16:02:19.000+0000,8.75,CUS-2083971310,debit,151.11,-33.99,151.27,-33.89,2018-08,Tuesday,18.480135180263723
1747,authorized,1.0,,ACC-3084464802,SALES-POS,Susan,3097.7,2018-08-14,F,19,Brunswick East,VIC,2018-08-14T16:25:34.000+0000,15.54,CUS-1928710999,debit,145.15,-37.76,144.97,-37.78,2018-08,Tuesday,15.976343091229555
1748,authorized,0.0,,ACC-2920611728,POS,Tyler,2612.82,2018-08-14,M,69,Northcote,VIC,2018-08-14T16:48:50.000+0000,19.3,CUS-1388323263,debit,144.96,-37.76,145.0,-37.76,2018-08,Tuesday,3.5157613012397166
1749,posted,,,ACC-1279356312,PAYMENT,Tyler,3441.89,2018-08-14,M,44,,,2018-08-14T17:00:00.000+0000,27.0,CUS-1892177589,debit,144.79,-37.73,,,2018-08,Tuesday,
1750,posted,,0,ACC-1222300524,PAY/SALARY,Michael,1132.66,2018-08-14,M,38,,,2018-08-14T17:00:00.000+0000,1002.13,CUS-2142601169,credit,151.23,-33.94,,,2018-08,Tuesday,
1751,posted,,0,ACC-1652235822,PAY/SALARY,Renee,19822.38,2018-08-14,F,38,,,2018-08-14T17:00:00.000+0000,1541.12,CUS-2206365095,credit,144.89,-37.81,,,2018-08,Tuesday,
1752,posted,,0,ACC-3771436525,PAY/SALARY,Derek,1154.57,2018-08-14,M,20,,,2018-08-14T17:00:00.000+0000,1099.7,CUS-3325710106,credit,145.04,-37.92,,,2018-08,Tuesday,
1753,posted,,0,ACC-3954677887,PAY/SALARY,Ruth,2434.38,2018-08-14,F,47,,,2018-08-14T17:00:00.000+0000,1272.47,CUS-3716701010,credit,115.72,-32.28,,,2018-08,Tuesday,
1754,posted,,,ACC-1243371644,INTER BANK,Gregory,1723.49,2018-08-14,M,42,,,2018-08-14T17:00:00.000+0000,20.0,CUS-3904958894,debit,150.9,-33.78,,,2018-08,Tuesday,
1755,posted,,0,ACC-2897221629,PAY/SALARY,Scott,1823.78,2018-08-14,M,23,,,2018-08-14T17:00:00.000+0000,982.71,CUS-511326734,credit,150.9,-34.37,,,2018-08,Tuesday,
1756,authorized,1.0,,ACC-4258502723,POS,Kimberly,2085.82,2018-08-14,F,24,Shepparton,VIC,2018-08-14T17:08:31.000+0000,7.03,CUS-3378712515,debit,145.45,-37.74,145.4,-36.35,2018-08,Tuesday,154.62499383016592
1757,authorized,0.0,,ACC-1037050564,POS,Rhonda,1960.64,2018-08-14,F,40,Sydney,NSW,2018-08-14T17:41:18.000+0000,13.8,CUS-1614226872,debit,153.1,-27.66,151.2,-33.87,2018-08,Tuesday,713.9381482970598
1758,authorized,1.0,,ACC-182446574,POS,Tonya,2010.96,2018-08-14,F,27,Gloucester,NSW,2018-08-14T17:57:42.000+0000,6.86,CUS-3026014945,debit,116.06,-32.0,151.96,-32.01,2018-08,Tuesday,3369.156348067591
1759,posted,,,ACC-1344825761,PAYMENT,Sarah,15751.73,2018-08-14,F,46,,,2018-08-14T18:00:00.000+0000,45.0,CUS-1499065773,debit,151.09,-33.91,,,2018-08,Tuesday,
1760,posted,,,ACC-38923874,INTER BANK,Ryan,31514.39,2018-08-14,M,38,,,2018-08-14T18:00:00.000+0000,29.0,CUS-3249305314,debit,151.27,-33.9,,,2018-08,Tuesday,
1761,posted,,,ACC-3879258709,PAYMENT,Natasha,189957.01,2018-08-14,F,40,,,2018-08-14T18:00:00.000+0000,29.0,CUS-527400765,debit,143.83,-37.66,,,2018-08,Tuesday,
1762,authorized,1.0,,ACC-2528867619,SALES-POS,Abigail,3265.55,2018-08-14,F,40,Cumberland Park,SA,2018-08-14T18:28:39.000+0000,6.05,CUS-2505971401,debit,138.58,-34.96,138.59,-34.97,2018-08,Tuesday,1.4375029789870124
1763,posted,,,ACC-2970114956,PAYMENT,Robert,5562.68,2018-08-14,M,26,,,2018-08-14T19:00:00.000+0000,149.0,CUS-880898248,debit,144.89,-37.69,,,2018-08,Tuesday,
1764,authorized,1.0,,ACC-1523339231,SALES-POS,Tim,53956.42,2018-08-14,M,40,Sydney,NSW,2018-08-14T19:01:21.000+0000,81.77,CUS-1816693151,debit,115.83,-31.9,151.21,-33.87,2018-08,Tuesday,3294.732114434203
1765,authorized,1.0,,ACC-1334819143,POS,Christopher,59494.1,2018-08-14,M,33,Eltham,VIC,2018-08-14T19:46:49.000+0000,33.29,CUS-3117610635,debit,145.13,-37.7,145.17,-37.7,2018-08,Tuesday,3.5186109590637797
1766,posted,,,ACC-1199531521,PAYMENT,Billy,3155.5,2018-08-14,M,52,,,2018-08-14T20:00:00.000+0000,20.0,CUS-134833760,debit,116.02,-31.87,,,2018-08,Tuesday,
1767,posted,,,ACC-1349834573,PAYMENT,Matthew,6073.81,2018-08-14,M,39,,,2018-08-14T20:00:00.000+0000,34.0,CUS-1790886359,debit,145.17,-37.84,,,2018-08,Tuesday,
1768,posted,,,ACC-1903037542,INTER BANK,Jeffrey,411.32,2018-08-14,M,30,,,2018-08-14T20:00:00.000+0000,78.0,CUS-860700529,debit,153.05,-27.61,,,2018-08,Tuesday,
1769,authorized,0.0,,ACC-90814749,POS,Christopher,7727.78,2018-08-14,M,35,Peterborough,SA,2018-08-14T20:10:29.000+0000,19.67,CUS-1896554896,debit,151.68,-32.98,138.84,-32.97,2018-08,Tuesday,1197.000309961983
1770,authorized,0.0,,ACC-1334819143,SALES-POS,Christopher,59342.13,2018-08-14,M,33,Mount Gambier,SA,2018-08-14T20:35:29.000+0000,151.97,CUS-3117610635,debit,145.13,-37.7,140.79,-37.81,2018-08,Tuesday,381.7125838778642
1771,authorized,0.0,,ACC-3879258709,POS,Natasha,189869.21,2018-08-14,F,40,Collingwood,VIC,2018-08-14T21:00:26.000+0000,87.8,CUS-527400765,debit,143.83,-37.66,144.98,-37.8,2018-08,Tuesday,102.32593002402166
1772,authorized,1.0,,ACC-854938045,POS,James,8352.76,2018-08-14,M,28,Bairnsdale,VIC,2018-08-14T21:22:39.000+0000,30.44,CUS-4023861240,debit,147.63,-22.84,147.6,-37.84,2018-08,Tuesday,1667.9263552749355
1773,authorized,0.0,,ACC-2173390920,SALES-POS,Luis,2306.44,2018-08-14,M,27,Craigieburn,VIC,2018-08-14T21:44:53.000+0000,23.41,CUS-3180318393,debit,144.71,-37.58,144.91,-37.61,2018-08,Tuesday,17.93358672207163
1774,authorized,1.0,,ACC-80388494,SALES-POS,Dustin,2638.42,2018-08-14,M,28,Perth,WA,2018-08-14T22:11:25.000+0000,8.19,CUS-1140341822,debit,144.97,-37.42,115.88,-31.94,2018-08,Tuesday,2717.311909026077
1775,authorized,1.0,,ACC-1349834573,SALES-POS,Matthew,5894.15,2018-08-14,M,39,Sydney,NSW,2018-08-14T22:47:08.000+0000,179.66,CUS-1790886359,debit,145.17,-37.84,151.2,-33.87,2018-08,Tuesday,699.8636797940615
1776,posted,,,ACC-2901672282,PAYMENT,Daniel,1638.42,2018-08-14,M,22,,,2018-08-14T23:00:00.000+0000,40.0,CUS-1617121891,debit,255.0,-573.0,,,2018-08,Tuesday,
1777,posted,,,ACC-3084464802,PAYMENT,Susan,2974.7,2018-08-14,F,19,,,2018-08-14T23:00:00.000+0000,123.0,CUS-1928710999,debit,145.15,-37.76,,,2018-08,Tuesday,
1778,authorized,1.0,,ACC-3481401842,SALES-POS,Tiffany,1160.39,2018-08-14,F,25,Madeley,WA,2018-08-14T23:23:42.000+0000,15.56,CUS-1669695324,debit,115.74,-31.72,115.82,-31.82,2018-08,Tuesday,13.447746686898801
1779,authorized,1.0,,ACC-1608363396,SALES-POS,Robert,3275.84,2018-08-15,M,20,Mount Druitt,NSW,2018-08-15T00:01:14.000+0000,13.24,CUS-2688605418,debit,151.22,-33.87,150.81,-33.77,2018-08,Wednesday,39.47439514375737
1780,authorized,1.0,,ACC-2650850707,POS,Brian,106080.59,2018-08-15,M,42,Bowen,QLD,2018-08-15T01:24:05.000+0000,62.99,CUS-2819545904,debit,148.16,-23.52,148.24,-20.0,2018-08,Wednesday,391.49334013081125
1781,authorized,0.0,,ACC-2650850707,POS,Brian,106049.41,2018-08-15,M,42,Kalapa,QLD,2018-08-15T01:46:49.000+0000,31.18,CUS-2819545904,debit,148.16,-23.52,150.28,-23.49,2018-08,Wednesday,216.19661758714363
1782,authorized,1.0,,ACC-1516130869,POS,Jessica,2086.38,2018-08-15,F,21,Casuarina,NT,2018-08-15T02:41:59.000+0000,15.78,CUS-325142416,debit,130.84,-12.45,130.88,-12.37,2018-08,Wednesday,9.899936296959819
1783,authorized,1.0,,ACC-1037050564,POS,Rhonda,1919.82,2018-08-15,F,40,Stafford,QLD,2018-08-15T04:23:01.000+0000,40.82,CUS-1614226872,debit,153.1,-27.66,153.01,-27.41,2018-08,Wednesday,29.181106530035034
1784,authorized,0.0,,ACC-2650850707,POS,Brian,105941.99,2018-08-15,M,42,Parkes,NSW,2018-08-15T04:53:19.000+0000,107.42,CUS-2819545904,debit,148.16,-23.52,148.17,-33.14,2018-08,Wednesday,1069.6955208768743
1785,posted,,,ACC-602667573,INTER BANK,Michael,4392.74,2018-08-15,M,40,,,2018-08-15T06:00:00.000+0000,21.0,CUS-2031327464,debit,151.23,-33.96,,,2018-08,Wednesday,
1786,posted,,,ACC-2171593283,PAYMENT,Fernando,6524.71,2018-08-15,M,19,,,2018-08-15T06:00:00.000+0000,27.0,CUS-2317998716,debit,146.94,-36.04,,,2018-08,Wednesday,
1787,posted,,,ACC-3941181087,PAYMENT,Paul,3210.18,2018-08-15,M,25,,,2018-08-15T06:00:00.000+0000,172.0,CUS-3989008654,debit,115.79,-31.94,,,2018-08,Wednesday,
1788,posted,,,ACC-2776252858,PAYMENT,Kristin,147.66,2018-08-15,F,43,,,2018-08-15T06:00:00.000+0000,29.0,CUS-4123612273,debit,144.95,-37.76,,,2018-08,Wednesday,
1789,posted,,,ACC-4059612845,INTER BANK,Jonathan,49920.66,2018-08-15,M,38,,,2018-08-15T06:00:00.000+0000,195.0,CUS-495599312,debit,130.98,-12.49,,,2018-08,Wednesday,
1790,posted,,,ACC-588564840,INTER BANK,Isaiah,6820.92,2018-08-15,M,23,,,2018-08-15T07:00:00.000+0000,25.0,CUS-1462656821,debit,151.27,-33.76,,,2018-08,Wednesday,
1791,posted,,,ACC-1496451953,INTER BANK,Ricky,4870.61,2018-08-15,M,43,,,2018-08-15T07:00:00.000+0000,39.0,CUS-3142625864,debit,145.16,-37.84,,,2018-08,Wednesday,
1792,authorized,1.0,,ACC-2650850707,SALES-POS,Brian,105851.99,2018-08-15,M,42,Emerald,QLD,2018-08-15T07:38:27.000+0000,90.0,CUS-2819545904,debit,148.16,-23.52,148.16,-23.53,2018-08,Wednesday,1.1119747169445446
1793,posted,,,ACC-3689607373,INTER BANK,Virginia,2746.83,2018-08-15,F,20,,,2018-08-15T08:00:00.000+0000,107.0,CUS-127297539,debit,115.79,-31.79,,,2018-08,Wednesday,
1794,posted,,,ACC-2014856841,INTER BANK,Patrick,260138.9,2018-08-15,M,46,,,2018-08-15T08:00:00.000+0000,22.0,CUS-2370108457,debit,144.99,-37.9,,,2018-08,Wednesday,
1795,posted,,,ACC-4163822186,PAYMENT,Karen,4621.76,2018-08-15,F,26,,,2018-08-15T08:00:00.000+0000,55.0,CUS-2630892467,debit,149.03,-34.97,,,2018-08,Wednesday,
1796,posted,,,ACC-3954677887,PAYMENT,Ruth,2376.38,2018-08-15,F,47,,,2018-08-15T08:00:00.000+0000,58.0,CUS-3716701010,debit,115.72,-32.28,,,2018-08,Wednesday,
1797,authorized,1.0,,ACC-2528867619,SALES-POS,Abigail,3246.65,2018-08-15,F,40,Mitcham,SA,2018-08-15T08:04:16.000+0000,18.9,CUS-2505971401,debit,138.58,-34.96,138.61,-34.97,2018-08,Wednesday,2.951212865119777
1798,authorized,1.0,,ACC-1516130869,SALES-POS,Jessica,2072.11,2018-08-15,F,21,Yarrawonga,NT,2018-08-15T08:23:41.000+0000,14.27,CUS-325142416,debit,130.84,-12.45,130.99,-12.47,2018-08,Wednesday,16.438517098414852
1799,authorized,1.0,,ACC-3084464802,POS,Susan,2894.58,2018-08-15,F,19,Cheltenham,VIC,2018-08-15T08:33:23.000+0000,80.12,CUS-1928710999,debit,145.15,-37.76,145.05,-37.96,2018-08,Wednesday,23.908835522116846
1800,authorized,1.0,,ACC-1608363396,POS,Robert,2992.53,2018-08-15,M,20,Rosebery,NSW,2018-08-15T08:52:48.000+0000,283.31,CUS-2688605418,debit,151.22,-33.87,151.2,-33.92,2018-08,Wednesday,5.858233674615039
1801,posted,,,ACC-354106658,INTER BANK,Christine,3651.25,2018-08-15,F,39,,,2018-08-15T09:00:00.000+0000,25.0,CUS-2376382098,debit,151.04,-33.8,,,2018-08,Wednesday,
1802,posted,,,ACC-1443681913,PAYMENT,Ryan,1930.12,2018-08-15,M,31,,,2018-08-15T09:00:00.000+0000,36.0,CUS-3129499595,debit,150.92,-33.77,,,2018-08,Wednesday,
1803,authorized,1.0,,ACC-2673069055,SALES-POS,Richard,16766.39,2018-08-15,M,24,Hawthorn,VIC,2018-08-15T09:01:03.000+0000,20.44,CUS-51506836,debit,152.99,-27.49,145.03,-37.82,2018-08,Wednesday,1367.8781134954231
1804,authorized,1.0,,ACC-2259139624,SALES-POS,Cindy,4306.76,2018-08-15,F,19,Hampton East,VIC,2018-08-15T09:05:06.000+0000,41.84,CUS-3174332735,debit,144.66,-37.91,145.03,-37.93,2018-08,Wednesday,32.531427408810075
1805,authorized,1.0,,ACC-80388494,POS,Dustin,2576.87,2018-08-15,M,28,Melbourne,VIC,2018-08-15T09:09:08.000+0000,61.55,CUS-1140341822,debit,144.97,-37.42,144.97,-37.81,2018-08,Wednesday,43.36637769836331
1806,authorized,0.0,,ACC-1799207998,POS,Susan,2253.73,2018-08-15,F,20,Brookvale,NSW,2018-08-15T09:13:11.000+0000,42.53,CUS-164374203,debit,150.68,-33.79,151.27,-33.77,2018-08,Wednesday,54.57580552512028
1807,authorized,1.0,,ACC-3084464802,SALES-POS,Susan,2886.49,2018-08-15,F,19,Lilydale,VIC,2018-08-15T09:17:14.000+0000,8.09,CUS-1928710999,debit,145.15,-37.76,145.35,-37.76,2018-08,Wednesday,17.582827437247218
1808,authorized,0.0,,ACC-80388494,SALES-POS,Dustin,2561.52,2018-08-15,M,28,Doncaster,VIC,2018-08-15T09:25:20.000+0000,15.35,CUS-1140341822,debit,144.97,-37.42,145.12,-37.78,2018-08,Wednesday,42.154893237767816
1809,authorized,0.0,,ACC-1516130869,POS,Jessica,2070.4,2018-08-15,F,21,Rosebery,NT,2018-08-15T09:29:23.000+0000,1.71,CUS-325142416,debit,130.84,-12.45,130.99,-12.51,2018-08,Wednesday,17.59971762532365
1810,authorized,1.0,,ACC-240804743,SALES-POS,Kenneth,4132.98,2018-08-15,M,29,Sydney,NSW,2018-08-15T09:33:26.000+0000,29.76,CUS-261674136,debit,121.48,-30.75,151.2,-33.86,2018-08,Wednesday,2804.7248623040527
1811,authorized,1.0,,ACC-240804743,SALES-POS,Kenneth,4116.7,2018-08-15,M,29,Boggabri,NSW,2018-08-15T09:41:32.000+0000,16.28,CUS-261674136,debit,121.48,-30.75,150.04,-30.7,2018-08,Wednesday,2722.4439179068368
1812,authorized,1.0,,ACC-1056639002,SALES-POS,Michael,42269.53,2018-08-15,M,22,Dandenong South,VIC,2018-08-15T09:45:35.000+0000,16.78,CUS-3462882033,debit,145.03,-37.91,145.19,-38.01,2018-08,Wednesday,17.90008556027174
1813,authorized,1.0,,ACC-3481401842,SALES-POS,Tiffany,1148.02,2018-08-15,F,25,Gilgandra,NSW,2018-08-15T09:49:38.000+0000,12.37,CUS-1669695324,debit,115.74,-31.72,148.66,-31.71,2018-08,Wednesday,3101.8112267602783
1814,authorized,1.0,,ACC-1424176027,POS,Donald,1953.6,2018-08-15,M,22,Sydney,NSW,2018-08-15T09:53:41.000+0000,55.76,CUS-3431016847,debit,151.08,-33.93,151.21,-33.87,2018-08,Wednesday,13.728764424171272
1815,posted,,,ACC-1037050564,PAYMENT,Rhonda,1887.82,2018-08-15,F,40,,,2018-08-15T10:00:00.000+0000,32.0,CUS-1614226872,debit,153.1,-27.66,,,2018-08,Wednesday,
1816,posted,,,ACC-1799207998,INTER BANK,Susan,2199.01,2018-08-15,F,20,,,2018-08-15T10:00:00.000+0000,39.0,CUS-164374203,debit,150.68,-33.79,,,2018-08,Wednesday,
1817,posted,,,ACC-2107684084,PAYMENT,Richard,2130.96,2018-08-15,M,22,,,2018-08-15T10:00:00.000+0000,34.0,CUS-2283904812,debit,145.03,-37.88,,,2018-08,Wednesday,
1818,posted,,,ACC-1496451953,PAYMENT,Ricky,4720.61,2018-08-15,M,43,,,2018-08-15T10:00:00.000+0000,150.0,CUS-3142625864,debit,145.16,-37.84,,,2018-08,Wednesday,
1819,posted,,,ACC-2173390920,PAYMENT,Luis,2277.44,2018-08-15,M,27,,,2018-08-15T10:00:00.000+0000,29.0,CUS-3180318393,debit,144.71,-37.58,,,2018-08,Wednesday,
1820,posted,,,ACC-966140392,PAYMENT,Joseph,2212.53,2018-08-15,M,21,,,2018-08-15T10:00:00.000+0000,30.0,CUS-537508723,debit,147.08,-37.97,,,2018-08,Wednesday,
1821,authorized,1.0,,ACC-559365433,POS,Mary,1036.66,2018-08-15,F,64,Claremont,TAS,2018-08-15T10:05:51.000+0000,30.24,CUS-1654129794,debit,147.31,-42.88,147.26,-42.8,2018-08,Wednesday,9.785541921895225
1822,authorized,1.0,,ACC-4258502723,POS,Kimberly,2076.66,2018-08-15,F,24,Doncaster,VIC,2018-08-15T10:19:11.000+0000,9.16,CUS-3378712515,debit,145.45,-37.74,145.12,-37.77,2018-08,Wednesday,29.20314027214349
1823,authorized,0.0,,ACC-2897221629,SALES-POS,Scott,1817.37,2018-08-15,M,23,Merrylands,NSW,2018-08-15T10:32:31.000+0000,6.41,CUS-511326734,debit,150.9,-34.37,150.99,-33.83,2018-08,Wednesday,60.61421405240312
1824,authorized,1.0,,ACC-854938045,SALES-POS,James,8289.92,2018-08-15,M,28,Cambridge,TAS,2018-08-15T10:45:51.000+0000,62.84,CUS-4023861240,debit,147.63,-22.84,147.42,-42.8,2018-08,Wednesday,2219.5354050814026
1825,authorized,1.0,,ACC-1799207998,POS,Susan,2238.01,2018-08-15,F,20,Melbourne,VIC,2018-08-15T10:59:11.000+0000,15.72,CUS-164374203,debit,150.68,-33.79,144.97,-37.81,2018-08,Wednesday,681.6484924329982
1826,posted,,0,ACC-588564840,PAY/SALARY,Isaiah,10724.87,2018-08-15,M,23,,,2018-08-15T11:00:00.000+0000,3903.95,CUS-1462656821,credit,151.27,-33.76,,,2018-08,Wednesday,
1827,authorized,0.0,,ACC-80388494,SALES-POS,Dustin,2553.93,2018-08-15,M,28,Fitzroy,VIC,2018-08-15T11:06:37.000+0000,7.59,CUS-1140341822,debit,144.97,-37.42,144.98,-37.8,2018-08,Wednesday,42.26336138416079
1828,authorized,0.0,,ACC-1056639002,POS,Michael,42253.28,2018-08-15,M,22,Mount Gambier,SA,2018-08-15T11:13:39.000+0000,16.25,CUS-3462882033,debit,145.03,-37.91,140.78,-37.83,2018-08,Wednesday,373.12979134448904
1829,authorized,1.0,,ACC-1799207998,SALES-POS,Susan,2178.37,2018-08-15,F,20,Ryde,NSW,2018-08-15T11:20:42.000+0000,20.64,CUS-164374203,debit,150.68,-33.79,151.11,-33.81,2018-08,Wednesday,39.79543464354741
1830,authorized,1.0,,ACC-1516130869,POS,Jessica,2063.16,2018-08-15,F,21,Palmerston City,NT,2018-08-15T11:27:44.000+0000,7.24,CUS-325142416,debit,130.84,-12.45,130.99,-12.48,2018-08,Wednesday,16.62517188404171
1831,authorized,1.0,,ACC-2305712452,SALES-POS,Debra,1292.6,2018-08-15,F,18,Wagga Wagga,NSW,2018-08-15T11:34:47.000+0000,39.31,CUS-1842679196,debit,138.61,-34.89,147.34,-35.12,2018-08,Wednesday,795.2844202332024
1832,authorized,1.0,,ACC-1056639002,POS,Michael,42149.67,2018-08-15,M,22,Sydney,NSW,2018-08-15T11:41:49.000+0000,103.61,CUS-3462882033,debit,145.03,-37.91,151.2,-33.87,2018-08,Wednesday,714.3575282702762
1833,authorized,1.0,,ACC-80388494,SALES-POS,Dustin,2532.01,2018-08-15,M,28,Penola,SA,2018-08-15T11:48:52.000+0000,21.92,CUS-1140341822,debit,144.97,-37.42,140.84,-37.38,2018-08,Wednesday,364.8214129206338
1834,authorized,1.0,,ACC-3481401842,POS,Tiffany,1136.9,2018-08-15,F,25,Mindarie,WA,2018-08-15T11:55:54.000+0000,11.12,CUS-1669695324,debit,115.74,-31.72,115.71,-31.69,2018-08,Wednesday,4.3795771292784424
1835,posted,,0,ACC-1650504218,PAY/SALARY,Marissa,4644.04,2018-08-15,F,23,,,2018-08-15T12:00:00.000+0000,1626.48,CUS-2500783281,credit,145.01,-37.93,,,2018-08,Wednesday,
1836,posted,,,ACC-4163822186,PAYMENT,Karen,4575.76,2018-08-15,F,26,,,2018-08-15T12:00:00.000+0000,46.0,CUS-2630892467,debit,149.03,-34.97,,,2018-08,Wednesday,
1837,posted,,,ACC-182446574,INTER BANK,Tonya,1953.96,2018-08-15,F,27,,,2018-08-15T12:00:00.000+0000,57.0,CUS-3026014945,debit,116.06,-32.0,,,2018-08,Wednesday,
1838,posted,,0,ACC-3326339947,PAY/SALARY,Eric,4475.72,2018-08-15,M,22,,,2018-08-15T12:00:00.000+0000,983.36,CUS-326006476,credit,151.18,-33.8,,,2018-08,Wednesday,
1839,authorized,1.0,,ACC-1799207998,SALES-POS,Susan,2162.51,2018-08-15,F,20,North Sydney,NSW,2018-08-15T12:07:29.000+0000,15.86,CUS-164374203,debit,150.68,-33.79,151.21,-33.84,2018-08,Wednesday,49.27993966052767
1840,authorized,1.0,,ACC-3481401842,POS,Tiffany,1120.92,2018-08-15,F,25,Osborne Park,WA,2018-08-15T12:25:21.000+0000,15.98,CUS-1669695324,debit,115.74,-31.72,115.81,-31.9,2018-08,Wednesday,21.079772978806822
1841,authorized,1.0,,ACC-1424176027,SALES-POS,Donald,1943.72,2018-08-15,M,22,Botany,NSW,2018-08-15T12:43:12.000+0000,9.88,CUS-3431016847,debit,151.08,-33.93,151.2,-33.94,2018-08,Wednesday,11.125865628879705
1842,posted,,0,ACC-3541460373,PAY/SALARY,Jeffrey,2713.59,2018-08-15,M,24,,,2018-08-15T13:00:00.000+0000,1408.08,CUS-1433879684,credit,145.0,-37.83,,,2018-08,Wednesday,
1843,posted,,,ACC-3100725361,INTER BANK,Ronald,1206.96,2018-08-15,M,25,,,2018-08-15T13:00:00.000+0000,26.0,CUS-2178051368,debit,145.73,-17.03,,,2018-08,Wednesday,
1844,posted,,0,ACC-2776252858,PAY/SALARY,Kristin,1215.7,2018-08-15,F,43,,,2018-08-15T13:00:00.000+0000,1068.04,CUS-4123612273,credit,144.95,-37.76,,,2018-08,Wednesday,
1845,authorized,1.0,,ACC-1056639002,SALES-POS,Michael,42094.12,2018-08-15,M,22,Bundoora,VIC,2018-08-15T13:01:07.000+0000,55.55,CUS-3462882033,debit,145.03,-37.91,145.07,-37.68,2018-08,Wednesday,25.81526181289007
1846,authorized,1.0,,ACC-53508546,SALES-POS,Kimberly,1624.48,2018-08-15,F,35,Asquith,NSW,2018-08-15T13:19:59.000+0000,41.0,CUS-72755508,debit,150.62,-33.76,151.11,-33.69,2018-08,Wednesday,45.9803114517747
1847,authorized,1.0,,ACC-2249586092,SALES-POS,Edward,5038.9,2018-08-15,M,19,Coolbellup,WA,2018-08-15T13:38:52.000+0000,15.94,CUS-443776336,debit,115.98,-32.07,115.81,-32.08,2018-08,Wednesday,16.05675282372884
1848,authorized,1.0,,ACC-3879258709,POS,Natasha,189829.05,2018-08-15,F,40,Fortitude Valley,QLD,2018-08-15T13:57:44.000+0000,40.16,CUS-527400765,debit,143.83,-37.66,153.03,-27.45,2018-08,Wednesday,1423.919081491352
1849,posted,,0,ACC-1598451071,PAY/SALARY,Diana,1440.22,2018-08-15,F,26,,,2018-08-15T14:00:00.000+0000,1013.67,CUS-2487424745,credit,153.41,-27.95,,,2018-08,Wednesday,
1850,posted,,,ACC-240804743,PAYMENT,Kenneth,4060.7,2018-08-15,M,29,,,2018-08-15T14:00:00.000+0000,56.0,CUS-261674136,debit,121.48,-30.75,,,2018-08,Wednesday,
1851,authorized,1.0,,ACC-1523339231,SALES-POS,Tim,53937.24,2018-08-15,M,40,Jandakot,WA,2018-08-15T14:08:13.000+0000,19.18,CUS-1816693151,debit,115.83,-31.9,115.87,-32.13,2018-08,Wednesday,25.851573710301988
1852,authorized,1.0,,ACC-4258502723,POS,Kimberly,1989.39,2018-08-15,F,24,Canberra,ACT,2018-08-15T14:17:34.000+0000,87.27,CUS-3378712515,debit,145.45,-37.74,149.13,-35.28,2018-08,Wednesday,427.7129906695725
1853,authorized,1.0,,ACC-966140392,POS,Joseph,2178.59,2018-08-15,M,21,Brunswick,VIC,2018-08-15T14:26:54.000+0000,33.94,CUS-537508723,debit,147.08,-37.97,144.95,-37.77,2018-08,Wednesday,188.2810399532533
1854,authorized,1.0,,ACC-1056639002,POS,Michael,42065.08,2018-08-15,M,22,Elsternwick,VIC,2018-08-15T14:36:15.000+0000,29.04,CUS-3462882033,debit,145.03,-37.91,145.0,-37.88,2018-08,Wednesday,4.24925496477903
1855,authorized,0.0,,ACC-1424176027,POS,Donald,1928.13,2018-08-15,M,22,Auburn,NSW,2018-08-15T14:45:36.000+0000,15.59,CUS-3431016847,debit,151.08,-33.93,151.03,-33.85,2018-08,Wednesday,10.021869594272909
